source_system,shipment_id,booking_reference,external_identifiers,lifecycle,required_documents,cutoff_at,owner,source_updated_at,source_freshness
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-84868,070500283325,"{""order_number"":""5RUS-84868"",""bl_number"":""EGLV260055955017""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MSDUL0942567993,MSDUL0942567993,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-79388,SIJ8608490,"{""order_number"":""5AKR-79388"",""bl_number"":""SIJ6060148""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-48811,PSGSE2632514,"{""order_number"":""5RSG-48811"",""bl_number"":""OOLU3701242446""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-40911,ONEYSINF52638,"{""order_number"":""5RSG-40911"",""bl_number"":""SINF81794151""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MSDUL0942504521,MSDUL0942504521,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-43614,MCLSINJEA2520078,"{""order_number"":""5RUS-43614"",""bl_number"":""MCLSIN4604067""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-58695,MCLSINJEA2578020,"{""order_number"":""5RCY-58695"",""bl_number"":""MCLSIN4389982""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-85736,SIJ3505573,"{""order_number"":""5RUS-85736"",""bl_number"":""SIJ9516793""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-97315,PSGSE0409614,"{""order_number"":""5RVN-97315"",""bl_number"":""OOLU1187233351""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-65578,ONEYSINF93940,"{""order_number"":""5AAT-65578"",""bl_number"":""SINF07365118""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-57298,MSDUL0942588899,"{""order_number"":""5APH-57298""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-81876,MSDUL0942591203,"{""order_number"":""5RUS-81876"",""bl_number"":""MEDUUD646871""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-51584,I009004365,"{""order_number"":""5RSG-51584"",""bl_number"":""YMJAI905670867""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-63369,MCLSINJEA2508070,"{""order_number"":""5RSG-63369"",""bl_number"":""MCLSIN5054296""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-36381,44287738,"{""order_number"":""5ALT-36381"",""bl_number"":""HLCUSIN016481880""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-44170,MCLSINJEA2558631,"{""order_number"":""5AKR-44170""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-31538,PSGSE4489880,"{""order_number"":""5AKR-31538"",""bl_number"":""OOLU8243017646""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-19787,,"{""order_number"":""5RSG-19787"",""bl_number"":""EGLV433335384951""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-00230,I756178688,"{""order_number"":""5AKR-00230"",""bl_number"":""YMJAI530601198""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-14911,,"{""order_number"":""5RUS-14911"",""bl_number"":""EGLV577449160936""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-11404,I821374556,"{""order_number"":""5RVN-11404"",""bl_number"":""YMJAI926322399""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-06271,,"{""order_number"":""5RVN-06271"",""bl_number"":""OOLU0811260030""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-40134,MCLSINJEA2529384,"{""order_number"":""5SUS-40134"",""bl_number"":""MCLSIN6917768""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-91408,,"{""order_number"":""5RUS-91408"",""bl_number"":""OOLU4899718428""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-95826,SIJ9650826,"{""order_number"":""5RSG-95826"",""bl_number"":""SIJ4056129""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-68239,MCLSINJEA2551434,"{""order_number"":""5RCY-68239"",""bl_number"":""MCLSIN6123859""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-95001,MSDUL0942583113,"{""order_number"":""5RCY-95001"",""bl_number"":""MEDUUD661016""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-07779,MCLSINJEA2505344,"{""order_number"":""5RMY-07779""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-33373,PSGSE4068841,"{""order_number"":""5APH-33373"",""bl_number"":""OOLU8177602991""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-63852,MSDUL0942520613,"{""order_number"":""5RSG-63852"",""bl_number"":""MEDUUD032119""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-37631,,"{""order_number"":""5RFR-37631"",""bl_number"":""SIJ1051834""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
